33,440
390,2441
1543,352
381,392
595,558
1591,116
173,1532
1404,1524
1462,392
710,1197
90,42
76,201
332,35
9,0
191,232
237,90
1512,40
2064,84
428,861
730,237
1380,103
264,33
2672,392
1518,237
877,27
1066,274
914,39
469,232
1566,95
1591,1592
2245,829
574,148
316,252
99,244
523,854
212,445
468,39
108,126
364,144
96,1186
27,992
2028,1684
2442,149
121,110
301,274
84,102
93,144
40,4
12,90
736,396
1388,252
233,390
2247,392
69,40
2360,84
2500,2429
749,950
32,727
131,653
25,402
1865,392
1798,948
96,9
2324,2226
22,353
428,72
2617,157
2066,237
361,123
2428,402
206,109
319,310
176,0
727,405
2213,251
2787,218
402,574
44,15
7,149
1974,1975
708,38
390,39
1439,40
641,123
0,109
76,440
1487,316
521,541
25,974
1150,94
27,1128
2482,95
1376,247
2040,94
2364,95
96,437
2265,1778
1793,144
15,348
1267,79
1585,86
1864,27
342,57
289,163
146,364
130,873
95,787
5,39
39,1831
0,937
1692,1100
1471,95
32,506
1798,60
1256,9
218,396
2504,149
144,898
1294,137
1778,148
88,95
2766,252
0,1301
1660,144
60,157
1259,521
173,410
984,392
359,0
767,391
218,960
2403,724
1553,340
504,237
310,383
1142,96
206,316
2539,2417
432,457
2584,144
1377,145
1197,390
60,1729
2849,60
173,94
233,243
182,212
2235,1441
2403,144
1553,144
2175,2176
158,1004
1285,1073
1011,90
24,464
8,1013
137,727
2370,490
342,264
570,103
556,86
745,27
173,1570
67,35
1992,1602
90,192
369,319
332,133
39,185
1618,107
440,94
2454,84
1860,60
170,203
43,75
412,156
15,33
843,736
204,94
1290,33
227,135
190,25
86,94
365,237
1513,713
0,548
754,287
611,378
39,765
173,843
9,826
1404,165
1111,185
85,15
27,1569
1231,948
2514,135
520,1790
1512,286
32,2576
47,52
40,190
2257,56
2513,86
245,107
2630,635
2409,133
856,0
364,2075
60,16
2441,898
1109,27
173,271
618,1542
1946,638
258,15
721,1083
2205,90
2408,90
138,1609
27,758
103,35
767,8
269,653
1691,95
79,187
561,392
137,896
2741,90
35,33
429,361
1653,402
357,7
11,137
1226,364
2544,86
52,506
437,0
77,25
2718,727
893,151
1391,392
252,1
72,359
1031,43
238,84
208,103
7,899
2192,144
450,60
90,87
76,166
39,50
777,157
99,287
890,766
523,353
9,235
214,60
1210,429
2505,56
1798,218
1030,112
274,129
200,666
198,721
2839,135
440,233
2387,60
27,475
2518,641
319,736
1066,319
146,86
95,9
2628,392
144,2199
1854,319
39,630
60,359
1542,392
108,27
27,7
880,83
61,252
1078,1079
2135,95
1684,696
144,232
2822,149
40,41
596,1802
1988,854
2139,137
1997,736
130,1818
1250,103
1621,84
761,18
856,1766
1833,60
2038,103
150,2632
1987,1319
25,437
1226,95
1445,319
126,15
1108,95
31,24
2308,95
93,847
116,144
148,2672
561,5
2190,95
125,94
72,86
1771,23
1808,27
390,56
1001,95
256,60
2,592
523,94
281,415
27,1167
135,2104
894,381
20,60
2705,144
396,1507
1281,95
308,247
1200,9
33,40
1066,622
125,898
1746,252
252,404
238,227
630,673
1718,126
143,84
99,392
34,549
1602,590
274,116
899,635
133,319
27,340
8,39
2338,142
86,352
40,856
630,365
392,2057
217,352
0,1290
353,352
173,437
1478,974
530,2038
182,653
1602,50
200,1217
274,568
1150,854
1166,27
140,145
598,600
33,1424
93,0
1589,458
2100,232
842,233
2259,1353
1681,92
2171,149
7,353
528,8
1293,2426
2104,90
32,1351
438,103
332,734
25,2
509,18
1576,84
2693,160
2472,316
176,144
67,2797
533,60
402,590
1197,101
1054,2038
30,94
90,237
0,29
39,148
1969,101
929,144
124,28
873,2486
1708,262
43,110
1846,412
412,185
1371,60
1486,287
612,392
1917,9
2407,120
981,861
1135,60
1580,95
402,18
2199,364
5,439
2011,125
835,504
284,18
597,286
9,797
18,85
590,1993
1473,287
721,1554
4,0
1585,2245
1708,1709
124,2830
1094,568
264,316
2534,310
340,15
1806,229
5,523
409,402
2741,385
501,60
1331,135
1889,881
895,204
383,56
2185,287
369,666
1455,110
120,736
173,298
1720,213
2560,2561
1003,103
90,1528
1028,252
1602,137
258,40
99,1386
1392,149
412,801
1468,90
1364,27
315,22
686,11
391,149
1424,144
1216,18
40,287
1052,392
2455,1870
2370,86
72,176
35,4
595,60
353,697
392,1131
339,506
987,294
37,1043
1397,383
258,620
101,156
48,24
2265,86
686,2088
341,749
11,108
237,588
917,128
25,2788
43,287
319,11
727,158
229,137
1866,392
252,254
2658,233
1144,176
886,1381
1665,392
1485,95
309,146
39,9
